timestamp_ms,timestamp_sec,angle,distance_cm,speed_cmps,direction,threat,date_time
23030,23.030,157,34,84.70,RIGHT,WARNING,2025-11-09 12:15:05
23090,23.090,155,21,0.00,RIGHT,WARNING,2025-11-09 12:15:05
23149,23.149,153,29,137.90,RIGHT,WARNING,2025-11-09 12:15:05
23209,23.209,151,36,118.60,RIGHT,WARNING,2025-11-09 12:15:05
23270,23.270,149,35,16.90,RIGHT,WARNING,2025-11-09 12:15:05
23330,23.330,147,28,118.60,RIGHT,WARNING,2025-11-09 12:15:05
23391,23.391,145,37,150.00,RIGHT,WARNING,2025-11-09 12:15:05
23451,23.451,143,40,50.80,RIGHT,SAFE,2025-11-09 12:15:05
23513,23.513,141,35,83.30,RIGHT,WARNING,2025-11-09 12:15:05
23573,23.573,139,40,84.70,RIGHT,SAFE,2025-11-09 12:15:05
23634,23.634,137,44,66.70,RIGHT,SAFE,2025-11-09 12:15:05
23696,23.696,135,40,65.60,RIGHT,SAFE,2025-11-09 12:15:06
23757,23.757,133,38,33.30,RIGHT,WARNING,2025-11-09 12:15:06
23819,23.819,131,39,16.70,RIGHT,WARNING,2025-11-09 12:15:06
23879,23.879,129,37,33.30,RIGHT,WARNING,2025-11-09 12:15:06
23941,23.941,127,41,65.60,RIGHT,SAFE,2025-11-09 12:15:06
24001,24.001,125,36,84.70,RIGHT,WARNING,2025-11-09 12:15:06
24061,24.061,123,37,16.90,RIGHT,WARNING,2025-11-09 12:15:06
24123,24.123,121,43,98.40,RIGHT,SAFE,2025-11-09 12:15:06
24184,24.184,119,38,83.30,CENTER,WARNING,2025-11-09 12:15:06
24245,24.245,117,40,33.30,CENTER,SAFE,2025-11-09 12:15:06
24306,24.306,115,39,16.70,CENTER,WARNING,2025-11-09 12:15:06
24368,24.368,113,38,16.70,CENTER,WARNING,2025-11-09 12:15:06
24428,24.428,111,39,16.70,CENTER,WARNING,2025-11-09 12:15:06
24489,24.489,109,37,33.30,CENTER,WARNING,2025-11-09 12:15:06
24550,24.550,107,38,16.90,CENTER,WARNING,2025-11-09 12:15:06
24611,24.611,105,39,16.70,CENTER,WARNING,2025-11-09 12:15:06
24673,24.673,103,39,0.00,CENTER,WARNING,2025-11-09 12:15:07
24733,24.733,101,38,16.90,CENTER,WARNING,2025-11-09 12:15:07
24795,24.795,99,37,16.40,CENTER,WARNING,2025-11-09 12:15:07
24855,24.855,97,37,0.00,CENTER,WARNING,2025-11-09 12:15:07
24916,24.916,95,36,16.70,CENTER,WARNING,2025-11-09 12:15:07
24977,24.977,93,36,0.00,CENTER,WARNING,2025-11-09 12:15:07
25037,25.037,91,36,0.00,CENTER,WARNING,2025-11-09 12:15:07
25100,25.100,89,44,129.00,CENTER,SAFE,2025-11-09 12:15:07
25160,25.160,87,37,118.60,CENTER,WARNING,2025-11-09 12:15:07
25222,25.222,85,37,0.00,CENTER,WARNING,2025-11-09 12:15:07
25282,25.282,83,37,0.00,CENTER,WARNING,2025-11-09 12:15:07
25344,25.344,81,37,0.00,CENTER,WARNING,2025-11-09 12:15:07
25404,25.404,79,38,16.90,CENTER,WARNING,2025-11-09 12:15:07
25465,25.465,77,38,0.00,CENTER,WARNING,2025-11-09 12:15:07
25527,25.527,75,39,16.70,CENTER,WARNING,2025-11-09 12:15:07
25587,25.587,73,39,0.00,CENTER,WARNING,2025-11-09 12:15:07
25649,25.649,71,42,49.20,CENTER,SAFE,2025-11-09 12:15:08
25710,25.710,69,42,0.00,CENTER,SAFE,2025-11-09 12:15:08
25772,25.772,67,42,0.00,CENTER,SAFE,2025-11-09 12:15:08
25833,25.833,65,45,50.00,CENTER,SAFE,2025-11-09 12:15:08
25895,25.895,63,45,0.00,CENTER,SAFE,2025-11-09 12:15:08
25957,25.957,61,45,0.00,CENTER,SAFE,2025-11-09 12:15:08
26018,26.018,59,45,0.00,LEFT,SAFE,2025-11-09 12:15:08
26080,26.080,57,45,0.00,LEFT,SAFE,2025-11-09 12:15:08
26142,26.142,55,45,0.00,LEFT,SAFE,2025-11-09 12:15:08
26203,26.203,53,44,16.40,LEFT,SAFE,2025-11-09 12:15:08
26263,26.263,51,29,0.00,LEFT,WARNING,2025-11-09 12:15:08
26322,26.322,49,28,16.90,LEFT,WARNING,2025-11-09 12:15:08
26382,26.382,47,26,33.90,LEFT,WARNING,2025-11-09 12:15:08
26441,26.441,45,26,0.00,LEFT,WARNING,2025-11-09 12:15:08
26501,26.501,43,25,16.90,LEFT,WARNING,2025-11-09 12:15:08
26560,26.560,41,25,0.00,LEFT,WARNING,2025-11-09 12:15:08
26619,26.619,39,25,0.00,LEFT,WARNING,2025-11-09 12:15:08
26679,26.679,37,25,0.00,LEFT,WARNING,2025-11-09 12:15:09
26738,26.738,35,24,17.20,LEFT,WARNING,2025-11-09 12:15:09
26798,26.798,33,24,0.00,LEFT,WARNING,2025-11-09 12:15:09
26857,26.857,31,24,0.00,LEFT,WARNING,2025-11-09 12:15:09
26916,26.916,29,24,0.00,LEFT,WARNING,2025-11-09 12:15:09
26976,26.976,27,24,0.00,LEFT,WARNING,2025-11-09 12:15:09
27035,27.035,25,24,0.00,LEFT,WARNING,2025-11-09 12:15:09
27095,27.095,23,24,0.00,LEFT,WARNING,2025-11-09 12:15:09
27153,27.153,21,22,34.50,LEFT,WARNING,2025-11-09 12:15:09
27212,27.212,19,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27272,27.272,17,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27330,27.330,15,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27389,27.389,15,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27449,27.449,17,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27507,27.507,19,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27567,27.567,21,22,0.00,LEFT,WARNING,2025-11-09 12:15:09
27626,27.626,23,24,34.50,LEFT,WARNING,2025-11-09 12:15:09
27685,27.685,25,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
27745,27.745,27,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
27804,27.804,29,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
27863,27.863,31,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
27922,27.922,33,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
27981,27.981,35,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
28041,28.041,37,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
28100,28.100,39,24,0.00,LEFT,WARNING,2025-11-09 12:15:10
28160,28.160,41,25,16.90,LEFT,WARNING,2025-11-09 12:15:10
28219,28.219,43,25,0.00,LEFT,WARNING,2025-11-09 12:15:10
28278,28.278,45,25,0.00,LEFT,WARNING,2025-11-09 12:15:10
28338,28.338,47,25,0.00,LEFT,WARNING,2025-11-09 12:15:10
28397,28.397,49,26,17.20,LEFT,WARNING,2025-11-09 12:15:10
28457,28.457,51,26,0.00,LEFT,WARNING,2025-11-09 12:15:10
28517,28.517,53,28,33.30,LEFT,WARNING,2025-11-09 12:15:10
28577,28.577,55,38,169.50,LEFT,WARNING,2025-11-09 12:15:10
28638,28.638,57,37,16.70,LEFT,WARNING,2025-11-09 12:15:11
28699,28.699,59,36,16.70,LEFT,WARNING,2025-11-09 12:15:11
28760,28.760,61,36,0.00,CENTER,WARNING,2025-11-09 12:15:11
28821,28.821,63,40,67.80,CENTER,SAFE,2025-11-09 12:15:11
28881,28.881,65,41,16.70,CENTER,SAFE,2025-11-09 12:15:11
28942,28.942,67,36,83.30,CENTER,WARNING,2025-11-09 12:15:11
29003,29.003,69,36,0.00,CENTER,WARNING,2025-11-09 12:15:11
29064,29.064,71,37,16.70,CENTER,WARNING,2025-11-09 12:15:11
29124,29.124,73,38,16.90,CENTER,WARNING,2025-11-09 12:15:11
29185,29.185,75,29,150.00,CENTER,WARNING,2025-11-09 12:15:11
29244,29.244,77,31,34.50,CENTER,WARNING,2025-11-09 12:15:11
29304,29.304,79,31,0.00,CENTER,WARNING,2025-11-09 12:15:11
29365,29.365,81,31,0.00,CENTER,WARNING,2025-11-09 12:15:11
29425,29.425,83,31,0.00,CENTER,WARNING,2025-11-09 12:15:11
29485,29.485,85,30,16.70,CENTER,WARNING,2025-11-09 12:15:11
29545,29.545,87,31,16.90,CENTER,WARNING,2025-11-09 12:15:11
29605,29.605,89,31,0.00,CENTER,WARNING,2025-11-09 12:15:11
29666,29.666,91,32,16.90,CENTER,WARNING,2025-11-09 12:15:12
29726,29.726,93,34,33.90,CENTER,WARNING,2025-11-09 12:15:12
29786,29.786,95,31,50.00,CENTER,WARNING,2025-11-09 12:15:12
29846,29.846,97,31,0.00,CENTER,WARNING,2025-11-09 12:15:12
29906,29.906,99,30,16.90,CENTER,WARNING,2025-11-09 12:15:12
29966,29.966,101,30,0.00,CENTER,WARNING,2025-11-09 12:15:12
30026,30.026,103,31,16.90,CENTER,WARNING,2025-11-09 12:15:12
